first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt
Delainey,McNeice,AL,$32709.57,8,665,45,$422359.27,2.8,6523.49,$28.19
Thorn,Haeslier,TX,$56776.44,16,590,59,$326584.35,2.9,6351.94,$54768.00
Edee,Chasen,AL,$47391.62,23,839,70,$7409.72,2.6,1718.21,$47965.94
Betta,Thexton,CA,$51859.62,3,507,18,$218466.14,2.6,1674.2,$58954.17
Margarita,Paule,NY,$26757.44,13,539,62,$245377.54,3.8,2113.99,$70384.61
Dniren,Feavearyear,TN,$32712.98,25,828,79,$358946.14,2.9,6908.94,$17378.21
Junie,McCahey,DC,$51579.81,11,572,25,$373585.94,3.0,-542.69,$60581.06
Sheilakathryn,Bellingham,KS,$49760.21,3,795,23,$82570.79,3.6,7441.37,$53239.52
Dyna,Cawthra,MN,$29577.25,16,353,36,$101349.84,3.0,9347.84,$54852.34
Miguelita,Penwright,VA,$50673.81,14,398,61,$199187.22,3.1,1274.49,$42774.84
Skyler,Valero,OK,$53675.64,14,588,30,$119972.70,2.7,7601.66,$19486.59
Gaultiero,Ellens,FL,$26507.86,25,677,70,$217678.22,3.5,6214.72,$66586.74
Uri,Timewell,CA,$45989.55,18,821,58,$12788.34,4.0,6162.5,$28358.59
Tessy,Harsant,CA,$50404.41,8,674,23,$346530.03,2.9,3940.27,$42759.85
Misha,Codling,FL,$37874.95,1,432,64,$130550.00,3.1,7948.69,$56060.61
Johnathon,Fallow,SD,$39132.64,26,555,58,$103978.31,3.1,6339.24,$35699.51
Doll,Streetley,PA,$29368.73,28,458,71,$77691.98,3.8,786.17,$66962.69
Alejandro,Dawid,MS,$40159.15,1,519,34,$36213.27,3.5,1810.12,$15603.10
Lanita,Juschke,CO,$36901.03,22,490,76,$211802.31,3.0,6949.39,$53433.09
Tedie,O'Donoghue,WV,$26753.18,21,850,41,$279356.53,3.6,6334.0,$71107.42
Trixi,Tatton,FL,$34283.22,21,820,29,$48303.95,2.7,9876.32,$68765.81
Gasper,Colmer,MO,$56728.40,17,412,74,$450881.11,2.9,6777.06,$70592.06
Gerek,Deppen,OK,$37051.72,26,754,40,$101095.57,3.2,4814.63,$17075.87
Wilt,Yakubov,TX,$32457.44,27,730,63,$211302.44,3.1,505.54,$11420.09
Garey,Carragher,IN,$45412.89,11,385,73,$96308.17,3.3,-282.41,$11524.84
Barri,Pelzer,AL,$38596.63,26,748,31,$400891.23,3.2,8758.27,$5507.10
Ange,Iskower,TX,$26995.49,1,703,85,$446109.42,3.4,3651.79,$32751.77
Devlen,Whawell,PA,$52752.49,23,824,41,$117953.62,3.4,3455.69,$13858.99
Carola,Cakebread,DE,$38699.35,12,608,35,$410145.95,3.1,866.08,$54066.03
Darryl,Keay,WA,$46150.57,19,652,18,$276341.39,2.8,8573.57,$67464.64
Roda,Pietruschka,VA,$48013.76,25,657,41,$419819.16,2.5,-100.13,$71583.27
Hansiain,Piggford,NY,$39358.48,13,604,48,$141499.52,2.8,2326.5,$61088.43
Horten,Jammes,KS,$37472.55,6,550,23,$130226.21,3.9,-943.38,$38899.07
Eziechiele,Wilkisson,OH,$52452.95,4,441,79,$455122.36,4.0,9054.88,$71399.83
Sydney,Cranna,VA,$28183.48,18,743,79,$340368.04,3.8,9941.55,$54630.98
Leigh,Banting,PA,$49975.79,6,629,74,$411420.93,2.9,4752.93,$63762.21
Spenser,Pennicard,GA,$52784.11,25,659,84,$399092.78,2.6,8101.06,$48764.01
Gisele,Gundry,CA,$58619.99,5,538,52,$483404.78,2.6,4770.22,$2270.88
Reinaldo,Wincer,MN,$39188.44,25,471,55,$122883.36,2.9,4285.47,$68640.39
Beck,Roo,MD,$41504.53,22,807,77,$245093.22,3.0,-207.19,$52133.74
Walker,Bradneck,MI,$44432.59,5,460,70,$131895.31,3.9,2119.37,$74015.20
Marsh,Kettlesing,TX,$57133.05,4,708,40,$92560.41,2.7,3756.74,$68533.58
Hestia,Branwhite,CA,$33536.93,14,781,53,$310560.53,3.1,9403.04,$71080.85
Jerrome,Thiolier,TX,$37704.53,27,494,34,$255856.62,3.7,5253.83,$35091.70
Tarrah,Egerton,DC,$27593.97,2,837,59,$264342.84,3.1,8394.61,$47506.91
Roch,Papaccio,TX,$35758.84,14,728,21,$164664.80,3.3,8615.32,$55364.92
Arlie,Lympenie,OK,$41481.86,10,614,53,$297608.62,3.2,9764.81,$30700.23
Prinz,Witham,FL,$50164.72,19,835,75,$125077.74,2.9,8648.23,$61590.34
Nancy,Chsteney,IL,$56948.08,8,819,24,$416598.80,3.8,1228.33,$19802.69
Moselle,Antoney,OH,$47168.06,4,671,27,$373084.53,3.1,3416.63,$11002.69
Sanford,Battersby,DE,$28943.18,28,686,31,$437415.80,3.9,4401.07,$68830.41
Gennie,Lebel,LA,$36581.37,16,470,20,$260873.92,3.2,9652.76,$50797.74
Tawnya,Foucher,CA,$41371.29,10,530,82,$436548.01,3.3,2545.39,$31035.28
Fabe,Bucky,PA,$59897.46,26,810,20,$95997.10,2.9,9506.5,$54018.34
Berkley,Dowdney,MO,$45552.32,15,818,22,$364955.81,3.9,7095.05,$27606.58
Lacee,Bewshire,TX,$43427.59,23,613,31,$245048.60,3.8,4425.12,$64517.97
Megan,Cornfoot,WV,$59559.85,6,485,21,$339792.12,3.6,73.67,$34743.15
Stevana,Fearnsides,MO,$28940.29,19,385,40,$410422.02,2.5,8835.94,$68674.09
Nicoline,Croshaw,PA,$57512.28,24,463,19,$451212.42,3.8,2278.64,$58953.52
Zara,Conti,IN,$27916.73,1,849,18,$71421.06,2.8,7245.6,$20450.89
Paco,Haswell,FL,$50422.13,3,835,64,$218116.21,3.8,6139.48,$35588.33
Clevey,Graveston,OH,$32078.30,26,608,58,$18035.16,3.9,2321.03,$662.46
Pate,Ollin,CA,$38162.01,1,551,72,$33408.23,2.7,-703.2,$4771.23
Ethelin,Ansty,TN,$41575.21,9,412,76,$478420.54,2.9,4452.9,$69514.20
Ellerey,Whiteland,CA,$59322.68,3,626,47,$391270.12,3.7,2080.38,$51780.18
Marta,Shakle,SD,$26648.67,19,427,20,$60401.22,3.5,1900.97,$19223.04
Ravi,Saldler,NY,$28570.10,8,493,38,$93795.82,3.5,1999.95,$5838.48
Connor,Braybrookes,CO,$40513.02,13,603,69,$318813.57,3.6,9448.64,$38985.44
Delinda,Olifard,GA,$56557.61,5,651,23,$6316.34,3.5,3508.75,$72352.62
Leonora,Gommey,IL,$58351.28,12,525,58,$113519.06,3.6,4816.55,$33198.90
Salomone,Elsmore,FL,$58069.53,23,415,35,$407320.94,2.7,4618.52,$73365.70
Tulley,Beswetherick,FL,$41526.80,17,486,68,$15522.48,2.6,144.05,$28944.28
Arnuad,Heliet,TX,$26813.37,24,554,25,$55867.43,3.7,6232.43,$8468.53
Karola,Dadds,OR,$29425.56,28,721,40,$298218.24,3.6,8390.37,$37155.96
Lyn,Sherington,NC,$54725.21,27,501,29,$327963.01,3.7,336.38,$23861.26
Washington,Gilchrist,UT,$30754.82,14,833,37,$492095.18,3.5,6436.17,$25779.95
Maurice,Diffley,MO,$56088.40,10,673,70,$13771.19,3.1,8256.51,$68611.30
Berty,Avrashin,CO,$46086.16,25,847,36,$49432.03,4.0,4955.48,$65264.75
Hertha,Casper,CA,$42127.14,15,498,53,$281813.56,3.3,-204.26,$1501.85
Alia,Dybald,TX,$51130.56,13,534,74,$190678.04,3.6,6031.47,$26936.83
Dame,Busson,LA,$51786.43,15,501,73,$441007.82,3.8,9028.23,$31926.58
Ellery,Nys,MI,$32740.48,5,784,45,$148886.54,3.3,6814.49,$47530.32
Jasen,Delafoy,CA,$29271.05,30,593,26,$165065.48,3.1,762.06,$29175.28
Nomi,Najafian,CA,$56640.83,21,822,36,$669.68,3.7,8915.11,$3982.82
Balduin,Allanby,FL,$56660.99,3,441,72,$281353.20,2.7,3225.15,$52907.51
Xenia,Povey,TX,$31461.57,12,756,67,$426537.18,3.5,5848.34,$28268.86
Chico,Parrott,FL,$52326.07,4,785,35,$66940.82,3.4,-867.42,$19228.12
Scarface,Casserley,CA,$28142.40,17,600,56,$332503.53,2.5,9963.18,$10541.81
Timofei,Esch,FL,$32792.61,1,503,35,$412755.90,3.1,5948.42,$15002.68
Niall,Bonass,OK,$45398.86,27,656,53,$116523.95,2.9,9334.73,$10804.03
Wilbur,Guerrin,AL,$43236.67,8,610,29,$418705.04,3.0,9824.13,$24280.16
Nert,Deporte,FL,$55464.49,1,689,18,$264864.88,3.4,1622.74,$23236.28
Gearard,Donnellan,IN,$35215.02,26,515,76,$334975.20,2.6,6014.77,$38851.93
Doug,Hopfer,DC,$54843.13,3,745,55,$120657.65,2.7,8000.9,$18868.63
Killie,Killock,NY,$53750.90,23,837,70,$5172.69,3.6,8236.26,$3999.02
Stefano,Mainland,AZ,$59293.47,6,692,50,$229105.84,3.3,3291.13,$63889.74
Angy,Beamish,LA,$28792.47,3,382,66,$309736.15,3.1,794.78,$3767.30
Rice,Bridie,CA,$31477.60,25,450,69,$52171.75,3.3,2828.98,$53777.99
Sibby,Inge,FL,$33584.97,28,726,32,$33021.73,2.5,2455.49,$59598.06
Tootsie,Lamberti,TN,$54790.86,26,728,77,$281863.04,3.6,8924.5,$57727.24
Barbi,Bramford,NC,$55922.39,23,734,25,$399135.70,3.6,-827.95,$56683.23
Chev,Voce,WY,$40679.66,16,695,74,$27955.38,2.6,7263.29,$46087.29
Cathrin,Fullylove,MN,$28373.46,11,469,56,$459867.65,3.2,3969.99,$43502.49
Gipsy,Greenin,WI,$36889.33,22,761,46,$404086.59,3.5,1414.86,$63573.15
Mace,Portwain,IN,$27638.96,4,546,29,$451475.60,3.4,3889.49,$52726.75
Cammy,Lindemann,VA,$37244.74,9,529,23,$137446.09,3.8,1300.21,$437.54
Henriette,Serrell,CA,$50390.35,10,796,24,$255280.72,3.7,-113.56,$10194.45
Arny,Buff,FL,$33940.96,11,581,19,$463440.76,3.4,8123.69,$52436.46
Bancroft,Bransby,IL,$36694.32,9,527,27,$371374.52,3.5,2520.43,$60810.48
Weider,Mealand,LA,$35082.33,29,609,33,$128582.54,3.2,9497.66,$25240.30
Sorcha,Esposita,IN,$47875.17,10,647,28,$249704.91,3.1,-342.05,$4548.97
Lenci,Gully,PA,$50656.82,2,634,50,$474455.60,2.9,7934.98,$65327.15
Agatha,Hannaford,VA,$48633.34,13,713,21,$258730.83,2.6,-370.99,$7739.91
Wilmette,Coathup,TX,$58276.92,29,358,29,$290920.11,3.4,2967.83,$12423.96
Rozalin,Sitwell,FL,$33088.01,28,615,81,$481538.23,3.5,9340.28,$14526.30
Sydney,Bruineman,AR,$49410.30,3,663,40,$26970.50,3.7,2677.35,$61572.78
Eugenius,Flatt,CT,$33432.87,1,534,36,$184472.17,3.1,9094.57,$13264.79
Denver,Winram,NM,$36722.54,2,623,60,$175180.39,3.6,6662.92,$25497.16
Joshia,Fritche,VA,$58893.86,22,673,80,$232830.84,3.6,2521.0,$69588.08
Eldon,Mobley,FL,$38816.26,27,592,47,$333350.15,2.7,3618.03,$44915.38
Anselma,Ginglell,TN,$34061.13,10,396,24,$56319.42,3.5,4847.6,$14204.60
Norby,McAneny,MN,$44417.09,23,557,51,$166810.15,3.4,480.63,$17838.55
Vern,Blincoe,TN,$57879.08,11,485,50,$421583.47,3.0,9146.69,$25459.86
Kara-lynn,Cornes,TX,$39866.68,13,453,65,$247656.21,2.7,425.95,$16645.26
Rubie,Mackett,AR,$41786.25,16,543,67,$69224.74,3.6,6693.8,$48110.37
Weston,Harborow,RI,$35452.23,30,508,23,$191032.18,3.2,9997.37,$20757.27
Torin,Lambert-Ciorwyn,CA,$26970.09,30,784,19,$157542.82,3.1,6731.95,$20164.03
Chet,Cruce,SC,$27350.60,7,485,56,$31452.29,3.1,2109.15,$35902.38
Nani,Tween,GA,$59524.69,24,451,34,$20206.37,2.8,8432.9,$34498.44
Nikolas,Simes,FL,$46735.36,25,542,70,$384796.87,2.8,9382.51,$47748.71
Truda,Firle,WA,$56669.60,12,458,36,$219604.29,2.7,4388.64,$57135.53
Sherlocke,Thirlaway,MO,$37241.21,2,400,45,$439757.68,4.0,-855.67,$34005.26
Sidnee,Wadman,CO,$27591.96,20,677,27,$395260.02,3.1,4030.8,$36646.33
Madonna,Finby,ID,$32568.24,15,444,34,$475989.45,3.7,7527.32,$58800.26
Lind,Stanlock,TX,$39590.19,7,599,55,$135890.68,3.7,8042.79,$68.03
Wylma,Pfaffel,OH,$28934.31,13,785,78,$143705.29,3.8,6667.64,$31412.98
Nerty,Sisse,TX,$26727.56,24,547,57,$367442.03,3.5,4900.75,$2509.46
Ingaborg,Larway,PA,$32818.51,19,693,54,$201713.54,3.2,1854.04,$14039.06
Beilul,Gude,AZ,$42628.12,30,602,42,$130230.90,3.3,3296.72,$3092.51
Nollie,Petracco,SC,$46324.25,15,652,47,$292747.39,2.8,1962.23,$70587.33
Fin,Dancer,IN,$41503.43,8,474,30,$426478.65,2.7,1705.14,$45879.49
Lorelle,Veasey,VA,$54293.29,9,471,59,$153776.65,2.8,740.06,$68753.84
Keelia,Blessed,NJ,$30858.20,18,842,47,$402034.65,3.8,8632.41,$9280.74
Scarface,Benitez,KS,$37330.31,16,841,19,$470236.17,3.7,1773.78,$21336.34
Jaime,Yakovich,MT,$47037.61,1,528,28,$83669.15,2.8,9194.31,$37283.96
Zackariah,Longfellow,VA,$53160.43,5,437,35,$7227.49,2.9,3243.27,$58987.19
Imelda,Yukhtin,AZ,$53672.54,27,833,38,$282379.85,2.8,-251.37,$40162.15
Vanni,McDill,VA,$39304.01,3,700,26,$358001.67,3.6,5843.96,$30043.74
Stearne,Wipfler,SD,$54969.36,27,764,62,$71535.00,3.5,8517.77,$8739.94
Claribel,Legat,CA,$59927.69,20,743,85,$294862.80,3.1,3607.76,$72163.89
Far,Mularkey,NJ,$43743.67,29,619,65,$227856.92,3.1,3253.53,$32744.46
Thomas,Musterd,IL,$28065.59,29,727,54,$287249.19,3.1,8224.53,$16851.76
Lionel,Yakuntsov,WA,$40215.38,29,644,80,$248285.71,4.0,882.74,$29020.39
Wilhelmina,Nevins,NC,$31407.51,9,570,55,$120897.32,3.1,5952.8,$32377.20
Vinny,Chezelle,OK,$34713.65,8,818,50,$222769.50,2.8,628.45,$18783.97
Arluene,Godmar,TX,$58041.07,16,604,75,$331067.79,3.3,7637.82,$7862.90
Jessi,Yarmouth,NC,$53701.07,18,360,49,$494960.74,3.1,5549.92,$71546.83
Lee,Pollicott,CA,$32170.32,1,490,39,$327391.71,2.6,1357.22,$30071.79
Julie,Leyton,CA,$50010.75,18,826,72,$219488.85,3.1,5201.18,$4475.94
Rea,Hutchcraft,GA,$54268.79,10,780,19,$317021.94,3.6,2107.06,$33770.14
Carolann,Bonniface,LA,$33678.33,10,736,47,$135243.79,3.5,1951.54,$60306.74
Candace,Chrestien,TX,$50334.56,10,636,74,$367831.20,3.1,8886.68,$23937.26
Cate,Dorsett,KY,$42848.53,7,626,82,$35058.23,2.6,763.74,$40815.56
Theodore,Barenskie,DC,$42073.79,13,507,69,$113448.43,2.5,7774.44,$24171.74
Bernie,Kelner,TN,$49017.81,9,757,78,$101279.66,3.5,1001.69,$23357.65
Vidovik,Hucquart,SC,$29477.54,26,806,23,$154159.91,3.6,2651.79,$51544.76
Raymund,Ryott,NC,$31714.08,29,433,54,$180884.79,3.7,-430.24,$49203.43
Iorgo,Helstrom,WI,$35281.47,23,463,55,$133502.68,3.2,773.85,$59412.22
Felecia,Oldham,TX,$57541.76,28,372,40,$72672.66,3.3,5644.31,$60961.15
Vernice,Busk,MT,$44569.84,27,674,68,$475692.68,3.9,3450.6,$66720.21
Chalmers,Arnout,CA,$38231.94,24,570,72,$334792.95,3.8,8621.04,$56985.21
Aili,Marron,TX,$36403.71,9,834,52,$211558.62,3.1,8292.7,$39679.76
Gaye,Hartfleet,NY,$30037.60,9,488,73,$120131.75,2.9,154.17,$8424.39
Garrot,Mager,AZ,$56362.95,20,471,27,$432004.43,3.2,3374.47,$69778.20
Raphaela,Fitzjohn,TX,$33634.29,8,434,53,$35980.36,2.9,4169.87,$33028.41
Francis,Pinchback,MO,$33380.31,13,721,45,$88403.98,3.8,3774.56,$31031.99
Montgomery,Leith,TX,$55000.34,4,679,74,$334781.36,3.8,4952.66,$51784.66
Archaimbaud,Rioch,CA,$47685.07,6,369,38,$92662.10,2.9,6321.82,$553.00
Fidole,Pursey,MS,$38435.75,20,584,39,$77686.44,3.8,9666.82,$21550.44
Tabbi,Harsum,NY,$35522.64,14,531,81,$47239.98,3.3,4807.86,$2363.94
Augusto,Curry,CA,$37510.69,5,741,54,$157050.76,2.7,290.66,$54043.10
Boonie,Santello,NC,$34173.64,11,786,18,$183779.46,3.0,6295.36,$27385.55
Meghann,Larner,FL,$49884.63,28,694,33,$327296.16,2.6,5993.46,$60794.05
Melli,Flanaghan,OH,$40085.74,2,430,83,$331687.59,3.6,8312.23,$12296.13
Lacie,Coye,IL,$46333.59,9,667,78,$258453.37,2.8,3573.43,$51290.98
Jonis,Bownde,OH,$43693.28,15,519,56,$259285.03,2.5,1010.5,$59870.59
Leeland,Prin,FL,$56572.02,7,467,79,$116110.33,2.7,49.35,$32033.40
Benedikt,O'Dowd,NY,$47643.83,17,837,44,$282097.52,2.9,3319.06,$10653.75
Gwenette,Drees,AL,$50057.74,25,793,34,$112839.78,2.6,6097.23,$60818.14
Kyle,O'Clery,NC,$29747.64,26,534,32,$193874.30,3.3,6898.71,$44028.80
Nicolle,Giddy,IL,$48102.30,2,477,84,$36850.05,2.7,-671.68,$46446.86
Lenard,Heakey,LA,$26769.15,28,423,73,$180076.24,3.3,811.39,$73358.33
Inna,Paolone,CA,$27077.05,13,492,48,$242123.35,2.9,9258.43,$47348.10
Martyn,Ozelton,TX,$39709.15,25,362,24,$390780.39,3.8,4121.08,$57732.00
Nickie,Bricklebank,AZ,$54836.21,18,388,70,$460741.76,2.7,9898.51,$1410.82
Bob,Sculley,CT,$30391.93,15,616,28,$466804.36,3.6,5642.92,$44728.97
Nance,Harlin,VA,$46846.01,12,749,65,$139914.62,3.1,7487.47,$38112.95
Hart,Murney,AL,$38709.85,21,507,67,$26.77,3.6,141.27,$26883.83
Noah,Iddison,AL,$53080.70,24,375,24,$281104.12,3.3,9875.84,$18682.39
Arte,Shervington,SD,$33878.91,3,394,46,$381992.97,3.9,1692.49,$19772.74
Dannel,Hornbuckle,TX,$49647.33,28,653,45,$498000.04,4.0,7366.19,$28018.04
Lil,Wroe,TX,$32160.14,29,656,31,$14577.92,3.6,-148.79,$73291.14
Cleavland,Archell,IL,$55488.22,4,516,31,$334426.38,3.7,5065.82,$62769.53
Giacinta,Stove,VA,$50758.52,10,606,66,$347221.39,3.4,2213.36,$14902.89
Suzy,Stitch,KY,$39361.43,2,810,36,$489250.09,3.1,7617.25,$27438.14
Gisela,Maundrell,PA,$51576.22,17,829,77,$374326.21,3.1,-983.27,$2193.96
Loni,Plumley,CT,$57144.88,2,500,30,$204787.83,2.8,2542.15,$55918.26
Teressa,Stroban,MD,$53963.42,10,400,23,$349794.87,4.0,28.11,$23976.77
Dill,McIsaac,LA,$32457.74,7,409,58,$354737.88,3.0,3618.43,$7904.34
Arel,Avent,DC,$30331.53,23,626,40,$20633.85,2.5,315.07,$61803.31
Hamil,McMurthy,WV,$44840.38,6,456,57,$340388.30,3.7,2223.66,$12418.17
Devondra,Bower,DC,$52125.09,4,383,80,$104889.38,2.8,1251.17,$36461.98
Nalani,Padell,CA,$36179.87,2,780,42,$294485.62,3.1,7701.66,$56638.35
Uta,McTerry,CA,$36060.92,4,563,32,$120429.96,3.7,4949.43,$20749.93
Giorgi,Tubb,LA,$59309.29,14,806,26,$455639.87,3.5,5157.57,$17525.92
Wallace,Barth,IN,$58020.85,9,800,57,$446825.23,3.1,1683.83,$32885.46
Jean,Burgoin,CO,$40357.87,27,427,31,$214417.17,3.9,2951.74,$281.02
Tessi,Wickie,IA,$54453.41,27,456,27,$317035.15,3.4,9739.33,$7800.22
Layne,Kirstein,VA,$34505.04,19,652,33,$373650.02,3.6,8881.92,$55509.35
Aggi,Shapera,VA,$30556.56,6,430,69,$299635.81,2.9,8835.79,$12712.21
Esra,Asling,DC,$40983.17,15,595,82,$422857.56,2.6,5641.96,$28390.13
Minta,Kemmons,OK,$37340.41,16,659,82,$11882.71,3.8,253.25,$58127.73
Leese,Brigshaw,NC,$56260.81,10,793,74,$61572.94,3.8,4767.61,$37603.22
Heloise,Vesty,CT,$28446.32,27,693,67,$411355.54,3.4,7530.34,$39418.58
Dane,Bayford,OH,$32061.06,15,389,62,$67341.89,3.9,6618.46,$66160.19
Rickie,Roxby,AL,$59459.62,7,565,48,$233561.73,3.8,7012.57,$60652.35
Sheila,Zorzenoni,FL,$49448.32,25,439,70,$121116.73,3.0,9750.46,$23801.46
Mylo,Lyste,CT,$57060.37,11,506,50,$356426.29,3.7,792.53,$16761.78
Veronica,Orknay,PA,$52060.26,10,656,48,$177873.46,2.7,4140.73,$33948.47
Hobey,Pont,AZ,$37832.02,21,617,58,$60844.57,3.6,5093.81,$23288.56
Dex,Grayland,FL,$54462.52,5,494,41,$11463.19,3.5,-489.19,$4188.52
Tye,Meneo,FL,$40756.13,29,510,79,$130837.97,4.0,4573.56,$51522.13
Leesa,Casaccio,WI,$56184.55,30,842,84,$448947.96,2.7,-843.23,$39710.90
Eddi,Spinetti,CA,$41994.70,27,362,40,$201731.99,2.7,453.65,$68119.16
Westbrooke,Pawlett,FL,$28600.78,5,800,25,$10010.97,3.3,2101.28,$70899.28
Reginauld,Persent,FL,$50186.16,9,608,31,$231904.15,3.6,2376.68,$51229.51
Bogart,Zelake,SC,$30231.95,11,451,37,$54313.66,4.0,2481.93,$25146.81
Cordie,Dallaway,TX,$54964.71,8,396,22,$186837.10,2.9,2915.1,$39900.04
Cesar,Guess,MI,$27764.41,1,622,81,$58346.91,3.7,3329.15,$60891.58
Gisele,Klampt,WV,$28658.66,29,817,66,$436751.16,3.4,5534.84,$10015.86
Bartlet,Searchwell,MI,$33164.28,12,842,28,$188981.71,4.0,9055.26,$29320.46
Jessey,Woller,TX,$39737.61,4,657,28,$263845.61,3.5,9592.71,$4264.20
Eloise,Poznan,TX,$44108.15,19,392,37,$318616.23,2.6,4109.93,$74011.35
Edan,Bummfrey,GA,$47257.89,9,428,71,$105408.82,3.7,9031.62,$68665.14
Gilbert,Ferrino,WA,$38095.43,25,710,68,$234140.50,3.2,9714.97,$63646.98
Addie,Gerauld,MN,$45548.32,11,482,77,$253258.18,3.3,3864.15,$26530.11
Thorndike,Romand,WA,$34390.77,3,840,52,$223013.83,2.6,7891.03,$58229.20
Gaile,Milton,TX,$54202.42,17,679,55,$196610.78,3.0,4100.16,$4863.22
Warde,Rigby,TX,$37849.12,15,790,44,$302843.38,3.0,3655.46,$37884.02
Delcina,MacHarg,IN,$54979.95,29,711,71,$445976.33,3.8,6651.19,$73041.69
Lorrayne,Naisey,PA,$40694.55,23,832,42,$264248.66,2.6,8321.58,$53630.03
Rivalee,Speaks,CA,$39183.58,13,792,82,$340469.39,3.3,8551.04,$38595.87
Kev,Brixey,CA,$56318.25,25,436,38,$42442.80,3.7,1948.32,$25326.70
Floyd,Vlach,CO,$34365.70,24,412,24,$134538.80,2.6,2858.99,$973.21
Boyce,Hynde,MD,$54304.00,30,582,18,$1454.72,3.8,3061.68,$22316.42
Giff,Gimblet,SC,$42883.79,12,715,33,$437616.98,3.4,203.24,$74564.08
Yanaton,McMurty,DC,$35879.35,25,628,29,$336007.19,3.7,7857.87,$14810.82
Dallis,Merman,TX,$30050.25,15,371,82,$185052.71,3.6,7470.46,$58543.06
Hallsy,Lerohan,OH,$33313.88,24,693,57,$221642.55,3.8,8704.17,$54965.34
Abby,Wyldes,WA,$30207.02,14,388,35,$134067.95,3.7,6925.96,$34357.71
Friedrick,Nockells,FL,$49182.99,27,471,43,$337013.53,2.8,4270.98,$72899.44
Bride,Zukierman,TX,$30292.17,3,505,70,$246613.64,3.2,8081.29,$47332.64
Gerek,Kiernan,VA,$41598.43,23,547,39,$266624.92,3.8,1632.35,$40070.27
Brigid,Ollie,TX,$39648.73,9,585,63,$249000.27,3.1,4840.83,$10232.75
Westleigh,Boston,CA,$48338.45,4,786,78,$267032.95,2.6,904.17,$68366.07
Jemmie,Dani,FL,$41957.91,6,781,49,$102518.57,2.6,9360.29,$34561.69
Elsbeth,Walas,MO,$35129.57,19,823,33,$23761.75,2.6,7932.46,$7154.75
Roana,McGovern,UT,$50528.48,9,478,52,$70902.06,3.0,5943.89,$41072.09
Charmain,Yakhin,UT,$50519.24,22,423,38,$439809.07,3.8,297.59,$38816.35
Jolene,Tevlin,TX,$47686.32,24,467,20,$204274.05,2.9,4814.19,$19155.33
Putnem,Andreutti,MN,$58780.23,24,461,78,$210774.58,3.4,3515.6,$36049.50
Garwin,Bucklan,MN,$46814.33,16,819,52,$278010.10,3.8,4554.96,$56944.48
Neddie,Swafield,CA,$38089.40,8,541,59,$465278.91,3.4,4128.23,$30426.22
Ester,Sandy,CA,$47208.28,12,621,23,$407400.40,2.7,-25.05,$27783.06
Lynelle,Shattock,MT,$47722.60,7,650,85,$373721.76,3.8,4849.8,$21129.55
Kristofer,Gavaran,OH,$48211.04,21,494,43,$193930.44,3.5,9143.75,$29310.65
Allene,Bamlett,DC,$26728.60,26,604,80,$136822.19,3.7,-757.24,$15758.84
Isadore,Albinson,OH,$53975.56,7,481,57,$101166.03,2.6,4141.82,$2493.16
Wain,Cowwell,TX,$43314.79,30,559,19,$209879.76,3.2,5369.33,$44351.09
Isaac,Boarleyson,AZ,$35826.00,1,689,29,$456609.02,3.9,2138.64,$1088.68
Mayer,Scemp,CA,$27257.15,16,617,63,$296543.27,3.6,3827.24,$33945.34
Curran,O'Hoolahan,PA,$34850.47,15,702,23,$22727.23,2.5,1011.99,$66580.74
Margery,Northwood,NY,$52712.35,3,639,47,$374368.77,3.8,7773.57,$70028.71
Christophe,Wilcott,CA,$30746.50,1,680,80,$202328.57,3.8,7571.08,$8062.83
Haskel,Hallowell,TX,$41104.95,7,654,30,$285642.35,3.3,194.95,$71713.59
Jessie,Kemmer,DC,$36736.23,29,679,40,$398959.02,4.0,6494.8,$71516.92
Donalt,Izkovitch,CA,$29125.63,15,718,30,$379521.61,3.2,1737.33,$21122.38
Ric,Carine,NJ,$37279.57,25,632,27,$133927.30,2.7,1302.01,$68885.25
Jessey,Buff,GA,$51724.56,10,745,30,$305382.80,3.1,3824.03,$58406.66
Roxanne,Neale,NC,$43533.39,28,823,63,$174501.89,3.1,-619.26,$60868.21
Wit,Bubeer,NJ,$35190.71,23,813,83,$59815.27,3.8,9477.21,$48631.41
Fredi,Tales,TX,$46883.17,19,756,81,$278720.87,3.4,4011.99,$53398.10
Mercedes,Coole,OH,$29265.22,19,687,53,$381775.43,3.4,6746.58,$30977.27
Geoffrey,Cuchey,TX,$37626.14,13,749,32,$486420.86,3.9,9034.09,$600.08
Frants,Hartridge,UT,$40169.02,13,456,73,$353556.10,3.1,8769.71,$20684.15
Olin,Lamming,MO,$51369.21,21,580,41,$369763.79,2.9,3970.16,$54858.13
Daphna,Blockwell,TX,$51600.03,12,656,51,$121453.14,2.6,1330.9,$6061.76
Selig,Marson,OK,$47837.09,8,523,32,$318872.26,3.1,9995.83,$44903.16
Casper,Longcake,TX,$33965.37,18,550,31,$328967.60,3.2,3072.59,$9919.07
Gussie,Gibbonson,TX,$52170.59,12,659,76,$383925.84,3.5,1869.9,$25146.60
Flinn,Illingworth,WA,$39303.14,16,517,43,$68144.80,3.2,1503.1,$48365.87
Jeniece,Geffen,WA,$57308.26,22,830,41,$77047.65,3.7,3710.74,$14120.34
