first_name,last_name,state,job_title,salary,tenure,credit_score,age,sex,loan_amount,interest_rate,checking_savings,existing_debt
Anna,Cinavas,NY,Sales Associate,$52368.03,7,398,44,F,$418882.60,2.6,1295.19,$30787.90
Gladi,Seefeldt,VA,Administrative Assistant I,$49998.04,23,639,27,F,$281.75,3.1,1524.53,$32481.15
Thorvald,Fruish,MO,Environmental Tech,$58249.31,3,397,32,M,$437560.25,3.4,7033.57,$11058.65
Fionna,Kalf,CA,Pharmacist,$37050.84,27,844,31,F,$243368.21,3.6,3861.04,$60957.62
Annelise,De Luna,LA,Data Coordiator,$38272.66,21,719,78,F,$143572.94,3.5,7881.96,$50426.15
Rosamond,Comini,VA,Technical Writer,$30413.72,3,566,64,F,$59934.43,2.9,3359.61,$235.29
Cristin,Symon,CA,Senior Editor,$53879.52,10,495,38,F,$444027.40,3.7,7722.27,$46040.66
Burnaby,McGarrahan,FL,Junior Executive,$31526.64,27,743,26,M,$85623.61,3.8,693.4,$9634.67
Fernande,Trett,OK,Pharmacist,$48295.75,21,805,28,F,$230638.11,3.7,4323.59,$16126.35
Ken,Gardiner,TN,Software Consultant,$31810.28,24,495,40,M,$450389.62,3.1,3165.96,$10555.30
Peyton,Hubach,TX,Information Systems Manager,$33247.35,21,743,65,M,$306129.68,3.9,2190.99,$387.64
Dickie,Liggett,MD,Community Outreach Specialist,$37726.79,18,530,77,M,$20301.30,2.7,3784.29,$56258.86
Alice,Vivash,KY,Junior Executive,$46255.83,29,402,70,F,$446074.74,2.8,-356.14,$58937.87
Dorolice,Straw,OH,Software Consultant,$32597.27,17,511,36,F,$420725.02,3.5,512.87,$64761.47
Goober,Lovering,DC,Analog Circuit Design manager,$36624.18,18,422,49,M,$286003.94,2.7,9008.43,$20022.99
Elliott,Learmonth,MD,Design Engineer,$46036.86,9,773,25,M,$294735.44,3.0,8003.94,$5079.40
Zollie,Dymocke,DC,Clinical Specialist,$33769.41,21,668,54,M,$74266.36,3.1,4893.53,$67949.47
Eartha,Parrington,OR,Nurse Practicioner,$45663.10,2,693,19,F,$488700.31,3.9,6147.06,$13651.50
Julita,Duckhouse,GA,Biostatistician III,$49112.63,25,629,40,F,$288635.07,3.0,5257.34,$29802.65
Woodrow,Wooller,CA,Associate Professor,$57887.76,17,583,36,M,$275203.01,2.8,7281.3,$25078.30
Dayna,Pogg,AZ,Senior Editor,$36347.18,11,465,48,F,$350953.89,2.9,-868.89,$47572.32
Kaine,Aronson,CA,Compensation Analyst,$33978.16,5,416,29,M,$23995.41,3.6,631.51,$37524.81
Jeffie,Verralls,AL,Technical Writer,$52007.81,25,596,72,M,$274815.80,4.0,8693.54,$61377.29
Lucine,Skirrow,NC,Senior Sales Associate,$59858.86,23,516,21,F,$141489.62,3.1,882.63,$28719.79
Melloney,Sictornes,NY,Safety Technician III,$56871.88,5,692,79,F,$180247.49,2.8,8955.78,$57698.79
Dar,Spedding,TX,Executive Secretary,$55381.86,23,440,58,M,$379892.81,3.2,5113.61,$44451.53
Amalita,Riddock,MA,Tax Accountant,$52878.24,29,367,78,F,$247330.14,2.6,2931.25,$73552.04
Livvy,Guidetti,IL,Associate Professor,$59122.13,3,643,56,F,$277709.79,3.8,8935.21,$7070.40
Vladamir,Sheehan,AL,Computer Systems Analyst III,$52141.65,22,573,32,M,$455065.42,2.8,1657.26,$30481.74
Gerhardine,Canny,FL,Data Coordiator,$36377.83,7,543,72,F,$173186.41,3.2,9376.62,$4228.33
Eward,Liveley,CA,Environmental Tech,$26560.98,28,503,71,M,$206636.35,2.9,2825.31,$35541.77
Carolynn,Mannock,MI,Social Worker,$29520.04,10,432,28,F,$226373.87,3.7,-218.94,$41753.36
Ursola,Carff,MO,Analyst Programmer,$37929.07,18,765,32,F,$84604.64,2.9,-776.09,$57067.77
Maire,Fouracre,TN,Data Coordiator,$58643.16,20,430,68,F,$88348.72,3.0,9097.78,$14477.90
Merrile,Clancey,MN,Nurse,$44890.15,6,834,42,F,$424265.54,2.5,5131.33,$33113.11
Murray,Noe,WA,Graphic Designer,$27380.33,10,726,66,M,$113969.65,2.6,4413.82,$6392.26
Karl,Kippin,PA,Biostatistician I,$58975.68,7,505,68,M,$454503.55,3.1,1856.99,$12713.70
Nellie,Belitz,OH,Operator,$55871.54,22,725,43,F,$54533.44,3.7,1901.51,$39753.84
Clarita,Besson,CA,Civil Engineer,$37859.24,6,768,68,F,$197370.04,3.8,309.53,$27337.15
Austin,Perone,TX,VP Quality Control,$32470.45,11,574,83,M,$348039.44,2.8,1732.97,$34891.81
Yale,Oddie,OK,Quality Control Specialist,$34498.48,8,427,51,M,$387903.59,3.0,8046.92,$46379.68
Kate,Grindley,NC,Account Executive,$27561.53,17,487,42,F,$386027.33,2.9,294.07,$14437.75
Stephana,Mulgrew,CA,Web Designer I,$33584.85,11,473,28,F,$437470.99,3.3,2397.68,$61506.89
Tasha,Moggle,TX,Product Engineer,$48886.02,15,466,71,F,$462422.00,2.7,8088.15,$61822.58
Ahmed,Caughey,PA,Office Assistant I,$49380.06,11,531,33,M,$464014.96,2.8,6462.02,$2297.83
Sherwin,Guard,AL,Quality Control Specialist,$43172.40,4,413,81,M,$5189.93,3.8,2972.67,$21603.63
Carilyn,Fullman,FL,Office Assistant III,$51119.05,29,629,46,F,$217625.08,3.3,6333.77,$71576.37
Sherilyn,Muirhead,AR,Sales Associate,$41446.03,17,633,53,F,$69562.13,3.4,2248.85,$68388.90
Tarrah,Larkkem,FL,Safety Technician I,$56571.91,19,795,40,F,$260249.77,2.7,5136.74,$6044.19
Gregg,Squelch,OR,Quality Engineer,$31280.19,1,361,72,M,$382885.15,3.7,9757.05,$47838.04
Felicia,Lorain,OH,Data Coordiator,$51326.78,18,826,37,F,$96818.46,3.7,4617.83,$54257.11
Aile,Stubbs,TX,Environmental Specialist,$50879.08,16,354,80,F,$14970.80,2.5,8289.3,$32558.25
Lorilee,Sibbering,TX,Librarian,$30043.62,4,668,65,F,$436247.72,3.2,2262.45,$14725.44
Chaddie,Gaskell,NY,VP Sales,$47597.74,3,523,48,M,$49990.24,3.8,3926.27,$63604.93
Arlen,Arendt,MD,Community Outreach Specialist,$27290.38,25,631,78,F,$444062.78,2.6,6167.0,$66464.00
Delainey,McNeice,AL,Actuary,$32709.57,8,665,45,M,$422359.27,2.8,6523.49,$28.19
Thorn,Haeslier,TX,Senior Editor,$56776.44,16,590,59,M,$326584.35,2.9,6351.94,$54768.00
Edee,Chasen,AL,Web Developer II,$47391.62,23,839,70,F,$7409.72,2.6,1718.21,$47965.94
Betta,Thexton,CA,Account Executive,$51859.62,3,507,18,F,$218466.14,2.6,1674.2,$58954.17
Margarita,Paule,NY,Automation Specialist I,$26757.44,13,539,62,F,$245377.54,3.8,2113.99,$70384.61
Dniren,Feavearyear,TN,VP Product Management,$32712.98,25,828,79,F,$358946.14,2.9,6908.94,$17378.21
Junie,McCahey,DC,Structural Engineer,$51579.81,11,572,25,F,$373585.94,3.0,-542.69,$60581.06
Sheilakathryn,Bellingham,KS,Structural Analysis Engineer,$49760.21,3,795,23,F,$82570.79,3.6,7441.37,$53239.52
Dyna,Cawthra,MN,Nurse Practicioner,$29577.25,16,353,36,F,$101349.84,3.0,9347.84,$54852.34
Miguelita,Penwright,VA,Human Resources Manager,$50673.81,14,398,61,F,$199187.22,3.1,1274.49,$42774.84
Skyler,Valero,OK,Human Resources Assistant I,$53675.64,14,588,30,M,$119972.70,2.7,7601.66,$19486.59
Gaultiero,Ellens,FL,Health Coach III,$26507.86,25,677,70,M,$217678.22,3.5,6214.72,$66586.74
Uri,Timewell,CA,Account Executive,$45989.55,18,821,58,M,$12788.34,4.0,6162.5,$28358.59
Tessy,Harsant,CA,Senior Sales Associate,$50404.41,8,674,23,F,$346530.03,2.9,3940.27,$42759.85
Misha,Codling,FL,Staff Scientist,$37874.95,1,432,64,F,$130550.00,3.1,7948.69,$56060.61
Johnathon,Fallow,SD,Office Assistant II,$39132.64,26,555,58,M,$103978.31,3.1,6339.24,$35699.51
Doll,Streetley,PA,Geologist IV,$29368.73,28,458,71,F,$77691.98,3.8,786.17,$66962.69
Alejandro,Dawid,MS,Teacher,$40159.15,1,519,34,M,$36213.27,3.5,1810.12,$15603.10
Lanita,Juschke,CO,Librarian,$36901.03,22,490,76,F,$211802.31,3.0,6949.39,$53433.09
Tedie,O'Donoghue,WV,VP Product Management,$26753.18,21,850,41,M,$279356.53,3.6,6334.0,$71107.42
Trixi,Tatton,FL,Clinical Specialist,$34283.22,21,820,29,F,$48303.95,2.7,9876.32,$68765.81
Gasper,Colmer,MO,Senior Developer,$56728.40,17,412,74,M,$450881.11,2.9,6777.06,$70592.06
Gerek,Deppen,OK,Technical Writer,$37051.72,26,754,40,M,$101095.57,3.2,4814.63,$17075.87
Wilt,Yakubov,TX,Electrical Engineer,$32457.44,27,730,63,M,$211302.44,3.1,505.54,$11420.09
Garey,Carragher,IN,Accounting Assistant I,$45412.89,11,385,73,M,$96308.17,3.3,-282.41,$11524.84
Barri,Pelzer,AL,Senior Cost Accountant,$38596.63,26,748,31,M,$400891.23,3.2,8758.27,$5507.10
Ange,Iskower,TX,Budget/Accounting Analyst III,$26995.49,1,703,85,F,$446109.42,3.4,3651.79,$32751.77
Devlen,Whawell,PA,VP Sales,$52752.49,23,824,41,M,$117953.62,3.4,3455.69,$13858.99
Carola,Cakebread,DE,Nuclear Power Engineer,$38699.35,12,608,35,F,$410145.95,3.1,866.08,$54066.03
Darryl,Keay,WA,Developer III,$46150.57,19,652,18,M,$276341.39,2.8,8573.57,$67464.64
Roda,Pietruschka,VA,Accounting Assistant II,$48013.76,25,657,41,F,$419819.16,2.5,-100.13,$71583.27
Hansiain,Piggford,NY,Help Desk Operator,$39358.48,13,604,48,M,$141499.52,2.8,2326.5,$61088.43
Horten,Jammes,KS,Administrative Assistant III,$37472.55,6,550,23,M,$130226.21,3.9,-943.38,$38899.07
Eziechiele,Wilkisson,OH,Food Chemist,$52452.95,4,441,79,M,$455122.36,4.0,9054.88,$71399.83
Sydney,Cranna,VA,VP Marketing,$28183.48,18,743,79,F,$340368.04,3.8,9941.55,$54630.98
Leigh,Banting,PA,Business Systems Development Analyst,$49975.79,6,629,74,M,$411420.93,2.9,4752.93,$63762.21
Spenser,Pennicard,GA,Physical Therapy Assistant,$52784.11,25,659,84,M,$399092.78,2.6,8101.06,$48764.01
Gisele,Gundry,CA,Business Systems Development Analyst,$58619.99,5,538,52,F,$483404.78,2.6,4770.22,$2270.88
Reinaldo,Wincer,MN,Environmental Specialist,$39188.44,25,471,55,M,$122883.36,2.9,4285.47,$68640.39
Beck,Roo,MD,Compensation Analyst,$41504.53,22,807,77,M,$245093.22,3.0,-207.19,$52133.74
Walker,Bradneck,MI,Environmental Specialist,$44432.59,5,460,70,M,$131895.31,3.9,2119.37,$74015.20
Marsh,Kettlesing,TX,Sales Representative,$57133.05,4,708,40,M,$92560.41,2.7,3756.74,$68533.58
Hestia,Branwhite,CA,Occupational Therapist,$33536.93,14,781,53,F,$310560.53,3.1,9403.04,$71080.85
Jerrome,Thiolier,TX,Community Outreach Specialist,$37704.53,27,494,34,M,$255856.62,3.7,5253.83,$35091.70
Tarrah,Egerton,DC,Chief Design Engineer,$27593.97,2,837,59,F,$264342.84,3.1,8394.61,$47506.91
Roch,Papaccio,TX,VP Marketing,$35758.84,14,728,21,F,$164664.80,3.3,8615.32,$55364.92
Arlie,Lympenie,OK,Accountant IV,$41481.86,10,614,53,F,$297608.62,3.2,9764.81,$30700.23
Prinz,Witham,FL,Geologist II,$50164.72,19,835,75,M,$125077.74,2.9,8648.23,$61590.34
Nancy,Chsteney,IL,VP Product Management,$56948.08,8,819,24,F,$416598.80,3.8,1228.33,$19802.69
Moselle,Antoney,OH,Account Representative II,$47168.06,4,671,27,F,$373084.53,3.1,3416.63,$11002.69
Sanford,Battersby,DE,Speech Pathologist,$28943.18,28,686,31,M,$437415.80,3.9,4401.07,$68830.41
Gennie,Lebel,LA,Marketing Assistant,$36581.37,16,470,20,F,$260873.92,3.2,9652.76,$50797.74
Tawnya,Foucher,CA,Accounting Assistant I,$41371.29,10,530,82,F,$436548.01,3.3,2545.39,$31035.28
Fabe,Bucky,PA,Chemical Engineer,$59897.46,26,810,20,M,$95997.10,2.9,9506.5,$54018.34
Berkley,Dowdney,MO,Actuary,$45552.32,15,818,22,M,$364955.81,3.9,7095.05,$27606.58
Lacee,Bewshire,TX,Compensation Analyst,$43427.59,23,613,31,F,$245048.60,3.8,4425.12,$64517.97
Megan,Cornfoot,WV,Web Developer IV,$59559.85,6,485,21,F,$339792.12,3.6,73.67,$34743.15
Stevana,Fearnsides,MO,Quality Engineer,$28940.29,19,385,40,F,$410422.02,2.5,8835.94,$68674.09
Nicoline,Croshaw,PA,Systems Administrator I,$57512.28,24,463,19,F,$451212.42,3.8,2278.64,$58953.52
Zara,Conti,IN,General Manager,$27916.73,1,849,18,F,$71421.06,2.8,7245.6,$20450.89
Paco,Haswell,FL,Junior Executive,$50422.13,3,835,64,M,$218116.21,3.8,6139.48,$35588.33
Clevey,Graveston,OH,Software Engineer III,$32078.30,26,608,58,M,$18035.16,3.9,2321.03,$662.46
Pate,Ollin,CA,Graphic Designer,$38162.01,1,551,72,M,$33408.23,2.7,-703.2,$4771.23
Ethelin,Ansty,TN,Social Worker,$41575.21,9,412,76,F,$478420.54,2.9,4452.9,$69514.20
Ellerey,Whiteland,CA,Web Developer I,$59322.68,3,626,47,M,$391270.12,3.7,2080.38,$51780.18
Marta,Shakle,SD,Compensation Analyst,$26648.67,19,427,20,F,$60401.22,3.5,1900.97,$19223.04
Ravi,Saldler,NY,Operator,$28570.10,8,493,38,M,$93795.82,3.5,1999.95,$5838.48
Connor,Braybrookes,CO,Account Representative IV,$40513.02,13,603,69,M,$318813.57,3.6,9448.64,$38985.44
Delinda,Olifard,GA,Associate Professor,$56557.61,5,651,23,F,$6316.34,3.5,3508.75,$72352.62
Leonora,Gommey,IL,Sales Representative,$58351.28,12,525,58,F,$113519.06,3.6,4816.55,$33198.90
Salomone,Elsmore,FL,Project Manager,$58069.53,23,415,35,M,$407320.94,2.7,4618.52,$73365.70
Tulley,Beswetherick,FL,Payment Adjustment Coordinator,$41526.80,17,486,68,M,$15522.48,2.6,144.05,$28944.28
Arnuad,Heliet,TX,Geologist II,$26813.37,24,554,25,M,$55867.43,3.7,6232.43,$8468.53
Karola,Dadds,OR,Sales Representative,$29425.56,28,721,40,F,$298218.24,3.6,8390.37,$37155.96
Lyn,Sherington,NC,Research Associate,$54725.21,27,501,29,F,$327963.01,3.7,336.38,$23861.26
Washington,Gilchrist,UT,Database Administrator IV,$30754.82,14,833,37,M,$492095.18,3.5,6436.17,$25779.95
Maurice,Diffley,MO,Community Outreach Specialist,$56088.40,10,673,70,M,$13771.19,3.1,8256.51,$68611.30
Berty,Avrashin,CO,Automation Specialist I,$46086.16,25,847,36,F,$49432.03,4.0,4955.48,$65264.75
Hertha,Casper,CA,VP Sales,$42127.14,15,498,53,F,$281813.56,3.3,-204.26,$1501.85
Alia,Dybald,TX,Software Test Engineer I,$51130.56,13,534,74,F,$190678.04,3.6,6031.47,$26936.83
Dame,Busson,LA,Operator,$51786.43,15,501,73,M,$441007.82,3.8,9028.23,$31926.58
Ellery,Nys,MI,Administrative Assistant II,$32740.48,5,784,45,M,$148886.54,3.3,6814.49,$47530.32
Jasen,Delafoy,CA,Statistician IV,$29271.05,30,593,26,M,$165065.48,3.1,762.06,$29175.28
Nomi,Najafian,CA,Nuclear Power Engineer,$56640.83,21,822,36,F,$669.68,3.7,8915.11,$3982.82
Balduin,Allanby,FL,Civil Engineer,$56660.99,3,441,72,M,$281353.20,2.7,3225.15,$52907.51
Xenia,Povey,TX,Staff Accountant III,$31461.57,12,756,67,F,$426537.18,3.5,5848.34,$28268.86
Chico,Parrott,FL,Staff Scientist,$52326.07,4,785,35,M,$66940.82,3.4,-867.42,$19228.12
Scarface,Casserley,CA,Product Engineer,$28142.40,17,600,56,M,$332503.53,2.5,9963.18,$10541.81
Timofei,Esch,FL,Office Assistant III,$32792.61,1,503,35,M,$412755.90,3.1,5948.42,$15002.68
Niall,Bonass,OK,Systems Administrator I,$45398.86,27,656,53,M,$116523.95,2.9,9334.73,$10804.03
Wilbur,Guerrin,AL,Web Developer II,$43236.67,8,610,29,M,$418705.04,3.0,9824.13,$24280.16
Nert,Deporte,FL,Office Assistant III,$55464.49,1,689,18,F,$264864.88,3.4,1622.74,$23236.28
Gearard,Donnellan,IN,Paralegal,$35215.02,26,515,76,M,$334975.20,2.6,6014.77,$38851.93
Doug,Hopfer,DC,Food Chemist,$54843.13,3,745,55,M,$120657.65,2.7,8000.9,$18868.63
Killie,Killock,NY,Professor,$53750.90,23,837,70,M,$5172.69,3.6,8236.26,$3999.02
Stefano,Mainland,AZ,Assistant Professor,$59293.47,6,692,50,M,$229105.84,3.3,3291.13,$63889.74
Angy,Beamish,LA,Nuclear Power Engineer,$28792.47,3,382,66,F,$309736.15,3.1,794.78,$3767.30
Rice,Bridie,CA,Nurse,$31477.60,25,450,69,M,$52171.75,3.3,2828.98,$53777.99
Sibby,Inge,FL,Programmer I,$33584.97,28,726,32,F,$33021.73,2.5,2455.49,$59598.06
Tootsie,Lamberti,TN,Geological Engineer,$54790.86,26,728,77,F,$281863.04,3.6,8924.5,$57727.24
Barbi,Bramford,NC,Help Desk Operator,$55922.39,23,734,25,F,$399135.70,3.6,-827.95,$56683.23
Chev,Voce,WY,Nuclear Power Engineer,$40679.66,16,695,74,M,$27955.38,2.6,7263.29,$46087.29
Cathrin,Fullylove,MN,Paralegal,$28373.46,11,469,56,F,$459867.65,3.2,3969.99,$43502.49
Gipsy,Greenin,WI,Sales Associate,$36889.33,22,761,46,F,$404086.59,3.5,1414.86,$63573.15
Mace,Portwain,IN,Registered Nurse,$27638.96,4,546,29,M,$451475.60,3.4,3889.49,$52726.75
Cammy,Lindemann,VA,Recruiting Manager,$37244.74,9,529,23,F,$137446.09,3.8,1300.21,$437.54
Henriette,Serrell,CA,Human Resources Manager,$50390.35,10,796,24,F,$255280.72,3.7,-113.56,$10194.45
Arny,Buff,FL,Information Systems Manager,$33940.96,11,581,19,M,$463440.76,3.4,8123.69,$52436.46
Bancroft,Bransby,IL,Food Chemist,$36694.32,9,527,27,M,$371374.52,3.5,2520.43,$60810.48
Weider,Mealand,LA,Research Nurse,$35082.33,29,609,33,M,$128582.54,3.2,9497.66,$25240.30
Sorcha,Esposita,IN,Product Engineer,$47875.17,10,647,28,F,$249704.91,3.1,-342.05,$4548.97
Lenci,Gully,PA,Statistician III,$50656.82,2,634,50,M,$474455.60,2.9,7934.98,$65327.15
Agatha,Hannaford,VA,Administrative Officer,$48633.34,13,713,21,F,$258730.83,2.6,-370.99,$7739.91
Wilmette,Coathup,TX,Librarian,$58276.92,29,358,29,F,$290920.11,3.4,2967.83,$12423.96
Rozalin,Sitwell,FL,Recruiting Manager,$33088.01,28,615,81,F,$481538.23,3.5,9340.28,$14526.30
Sydney,Bruineman,AR,Computer Systems Analyst III,$49410.30,3,663,40,M,$26970.50,3.7,2677.35,$61572.78
Eugenius,Flatt,CT,Recruiter,$33432.87,1,534,36,M,$184472.17,3.1,9094.57,$13264.79
Denver,Winram,NM,Professor,$36722.54,2,623,60,M,$175180.39,3.6,6662.92,$25497.16
Joshia,Fritche,VA,Analyst Programmer,$58893.86,22,673,80,M,$232830.84,3.6,2521.0,$69588.08
Eldon,Mobley,FL,Associate Professor,$38816.26,27,592,47,M,$333350.15,2.7,3618.03,$44915.38
Anselma,Ginglell,TN,Account Representative III,$34061.13,10,396,24,F,$56319.42,3.5,4847.6,$14204.60
Norby,McAneny,MN,Technical Writer,$44417.09,23,557,51,M,$166810.15,3.4,480.63,$17838.55
Vern,Blincoe,TN,Geological Engineer,$57879.08,11,485,50,M,$421583.47,3.0,9146.69,$25459.86
Kara-lynn,Cornes,TX,Analog Circuit Design manager,$39866.68,13,453,65,F,$247656.21,2.7,425.95,$16645.26
Rubie,Mackett,AR,Graphic Designer,$41786.25,16,543,67,F,$69224.74,3.6,6693.8,$48110.37
Weston,Harborow,RI,Cost Accountant,$35452.23,30,508,23,M,$191032.18,3.2,9997.37,$20757.27
Torin,Lambert-Ciorwyn,CA,Dental Hygienist,$26970.09,30,784,19,M,$157542.82,3.1,6731.95,$20164.03
Chet,Cruce,SC,Actuary,$27350.60,7,485,56,M,$31452.29,3.1,2109.15,$35902.38
Nani,Tween,GA,Sales Associate,$59524.69,24,451,34,F,$20206.37,2.8,8432.9,$34498.44
Nikolas,Simes,FL,Automation Specialist III,$46735.36,25,542,70,M,$384796.87,2.8,9382.51,$47748.71
Truda,Firle,WA,Tax Accountant,$56669.60,12,458,36,F,$219604.29,2.7,4388.64,$57135.53
Sherlocke,Thirlaway,MO,Recruiting Manager,$37241.21,2,400,45,M,$439757.68,4.0,-855.67,$34005.26
Sidnee,Wadman,CO,Operator,$27591.96,20,677,27,M,$395260.02,3.1,4030.8,$36646.33
Madonna,Finby,ID,Cost Accountant,$32568.24,15,444,34,F,$475989.45,3.7,7527.32,$58800.26
Lind,Stanlock,TX,Librarian,$39590.19,7,599,55,F,$135890.68,3.7,8042.79,$68.03
Wylma,Pfaffel,OH,Sales Associate,$28934.31,13,785,78,F,$143705.29,3.8,6667.64,$31412.98
Nerty,Sisse,TX,Legal Assistant,$26727.56,24,547,57,F,$367442.03,3.5,4900.75,$2509.46
Ingaborg,Larway,PA,Assistant Media Planner,$32818.51,19,693,54,F,$201713.54,3.2,1854.04,$14039.06
Beilul,Gude,AZ,Account Coordinator,$42628.12,30,602,42,F,$130230.90,3.3,3296.72,$3092.51
Nollie,Petracco,SC,Administrative Officer,$46324.25,15,652,47,M,$292747.39,2.8,1962.23,$70587.33
Fin,Dancer,IN,Software Consultant,$41503.43,8,474,30,M,$426478.65,2.7,1705.14,$45879.49
Lorelle,Veasey,VA,Statistician II,$54293.29,9,471,59,F,$153776.65,2.8,740.06,$68753.84
Keelia,Blessed,NJ,Recruiter,$30858.20,18,842,47,F,$402034.65,3.8,8632.41,$9280.74
Scarface,Benitez,KS,Nurse Practicioner,$37330.31,16,841,19,M,$470236.17,3.7,1773.78,$21336.34
Jaime,Yakovich,MT,Software Consultant,$47037.61,1,528,28,M,$83669.15,2.8,9194.31,$37283.96
Zackariah,Longfellow,VA,Nurse Practicioner,$53160.43,5,437,35,M,$7227.49,2.9,3243.27,$58987.19
Imelda,Yukhtin,AZ,Statistician III,$53672.54,27,833,38,F,$282379.85,2.8,-251.37,$40162.15
Vanni,McDill,VA,Assistant Professor,$39304.01,3,700,26,F,$358001.67,3.6,5843.96,$30043.74
Stearne,Wipfler,SD,Structural Analysis Engineer,$54969.36,27,764,62,M,$71535.00,3.5,8517.77,$8739.94
Claribel,Legat,CA,Mechanical Systems Engineer,$59927.69,20,743,85,F,$294862.80,3.1,3607.76,$72163.89
Far,Mularkey,NJ,Media Manager IV,$43743.67,29,619,65,M,$227856.92,3.1,3253.53,$32744.46
Thomas,Musterd,IL,Research Assistant IV,$28065.59,29,727,54,M,$287249.19,3.1,8224.53,$16851.76
Lionel,Yakuntsov,WA,Developer III,$40215.38,29,644,80,M,$248285.71,4.0,882.74,$29020.39
Wilhelmina,Nevins,NC,Computer Systems Analyst IV,$31407.51,9,570,55,F,$120897.32,3.1,5952.8,$32377.20
Vinny,Chezelle,OK,Social Worker,$34713.65,8,818,50,M,$222769.50,2.8,628.45,$18783.97
Arluene,Godmar,TX,Account Representative I,$58041.07,16,604,75,F,$331067.79,3.3,7637.82,$7862.90
Jessi,Yarmouth,NC,Editor,$53701.07,18,360,49,F,$494960.74,3.1,5549.92,$71546.83
Lee,Pollicott,CA,Senior Cost Accountant,$32170.32,1,490,39,M,$327391.71,2.6,1357.22,$30071.79
Julie,Leyton,CA,Human Resources Manager,$50010.75,18,826,72,M,$219488.85,3.1,5201.18,$4475.94
Rea,Hutchcraft,GA,Staff Accountant IV,$54268.79,10,780,19,F,$317021.94,3.6,2107.06,$33770.14
Carolann,Bonniface,LA,Programmer IV,$33678.33,10,736,47,F,$135243.79,3.5,1951.54,$60306.74
Candace,Chrestien,TX,Payment Adjustment Coordinator,$50334.56,10,636,74,F,$367831.20,3.1,8886.68,$23937.26
Cate,Dorsett,KY,Geological Engineer,$42848.53,7,626,82,F,$35058.23,2.6,763.74,$40815.56
Theodore,Barenskie,DC,Financial Advisor,$42073.79,13,507,69,M,$113448.43,2.5,7774.44,$24171.74
Bernie,Kelner,TN,Information Systems Manager,$49017.81,9,757,78,F,$101279.66,3.5,1001.69,$23357.65
Vidovik,Hucquart,SC,Account Executive,$29477.54,26,806,23,M,$154159.91,3.6,2651.79,$51544.76
Raymund,Ryott,NC,Nurse,$31714.08,29,433,54,M,$180884.79,3.7,-430.24,$49203.43
Iorgo,Helstrom,WI,Physical Therapy Assistant,$35281.47,23,463,55,M,$133502.68,3.2,773.85,$59412.22
Felecia,Oldham,TX,Senior Financial Analyst,$57541.76,28,372,40,F,$72672.66,3.3,5644.31,$60961.15
Vernice,Busk,MT,Analyst Programmer,$44569.84,27,674,68,F,$475692.68,3.9,3450.6,$66720.21
Chalmers,Arnout,CA,Software Test Engineer I,$38231.94,24,570,72,M,$334792.95,3.8,8621.04,$56985.21
Aili,Marron,TX,Developer I,$36403.71,9,834,52,F,$211558.62,3.1,8292.7,$39679.76
Gaye,Hartfleet,NY,Nuclear Power Engineer,$30037.60,9,488,73,F,$120131.75,2.9,154.17,$8424.39
Garrot,Mager,AZ,Clinical Specialist,$56362.95,20,471,27,M,$432004.43,3.2,3374.47,$69778.20
Raphaela,Fitzjohn,TX,Administrative Officer,$33634.29,8,434,53,F,$35980.36,2.9,4169.87,$33028.41
Francis,Pinchback,MO,Data Coordiator,$33380.31,13,721,45,M,$88403.98,3.8,3774.56,$31031.99
Montgomery,Leith,TX,Structural Engineer,$55000.34,4,679,74,M,$334781.36,3.8,4952.66,$51784.66
Archaimbaud,Rioch,CA,Sales Representative,$47685.07,6,369,38,M,$92662.10,2.9,6321.82,$553.00
Fidole,Pursey,MS,Cost Accountant,$38435.75,20,584,39,M,$77686.44,3.8,9666.82,$21550.44
Tabbi,Harsum,NY,VP Accounting,$35522.64,14,531,81,F,$47239.98,3.3,4807.86,$2363.94
Augusto,Curry,CA,Product Engineer,$37510.69,5,741,54,M,$157050.76,2.7,290.66,$54043.10
Boonie,Santello,NC,Clinical Specialist,$34173.64,11,786,18,M,$183779.46,3.0,6295.36,$27385.55
Meghann,Larner,FL,Chemical Engineer,$49884.63,28,694,33,F,$327296.16,2.6,5993.46,$60794.05
Melli,Flanaghan,OH,Nurse Practicioner,$40085.74,2,430,83,F,$331687.59,3.6,8312.23,$12296.13
Lacie,Coye,IL,Product Engineer,$46333.59,9,667,78,F,$258453.37,2.8,3573.43,$51290.98
Jonis,Bownde,OH,Safety Technician IV,$43693.28,15,519,56,F,$259285.03,2.5,1010.5,$59870.59
Leeland,Prin,FL,Chemical Engineer,$56572.02,7,467,79,M,$116110.33,2.7,49.35,$32033.40
Benedikt,O'Dowd,NY,Payment Adjustment Coordinator,$47643.83,17,837,44,M,$282097.52,2.9,3319.06,$10653.75
Gwenette,Drees,AL,Marketing Assistant,$50057.74,25,793,34,F,$112839.78,2.6,6097.23,$60818.14
Kyle,O'Clery,NC,Marketing Assistant,$29747.64,26,534,32,F,$193874.30,3.3,6898.71,$44028.80
Nicolle,Giddy,IL,Human Resources Assistant IV,$48102.30,2,477,84,F,$36850.05,2.7,-671.68,$46446.86
Lenard,Heakey,LA,Quality Engineer,$26769.15,28,423,73,M,$180076.24,3.3,811.39,$73358.33
